authors,author_sort,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,rating,#pages,pubdate,series,series_index,size,title,title_sort,#words,#liked,#liseuse,#lu,uuid,publisher,tags
"Philip K. Dick","Philip K. Dick","Start here: It was quite by accident I discovered this incredible invasion of Earth by lifeforms from another planet. As yet, I haven't done anything about it; I can't think of anything to do. I wrote to the Government, and they sent back a pamphlet on the repair and maintenance of frame houses. Anyhow, the whole thing is known; I'm not the first to discover it. Maybe it's even under control. . . .
","D:\9. NAS drive\Medias\ebook calibre v2\Philip K. Dick\The Eyes Have It (98)\cover.jpg","2023-10-27T00:12:27+02:00","epub","9781463896782","98","isbn:9781463896782,google:x4uDZwEACAAJ","eng","ebook calibre v2","","23","2011-06-15T09:28:03+02:00","","1.0","55240","The Eyes Have It","The Eyes Have It","4254","","True","","9ef259ba-413e-491e-a92a-8ce7720ca82f","Alan Rodgers Books LLC","Action & Adventure, Humorous stories, Fantasy, Collections & Anthologies, Science Fiction, Fiction, Short stories, General, Fantasy & Magic, Literary, Juvenile Fiction"
"Philip K. Dick","Philip K. Dick","Threatened by impending nuclear war, both the USA and the Soviet Union have retreated deep underground, locking themselves in fortified subterranean bunkers. In their stead, robots they've nicknamed ""Leadys"" have been fighting in their place, waging war against one another for years on end. However, when a group of American troops emerge from their shelter to investigate how the war is proceeding, the Leadys have a strange truth to reveal to them.
","D:\9. NAS drive\Medias\ebook calibre v2\Philip K. Dick\The Defenders (99)\cover.jpg","2023-10-27T00:12:27+02:00","epub","9781789827972","99","isbn:9781789827972,google:SXxMEAAAQBAJ","eng","ebook calibre v2","","61","2021-09-20T09:27:17+02:00","","1.0","309616","The Defenders","The Defenders","11708","","True","","58cc1dc2-52f9-47b6-a1cf-ea1df18129e0","Andrews UK Limited","Science Fiction, Fiction, General, Short Stories (Single Author), Alternative History"
"Philip K. Dick","Philip K. Dick","From the mastermind behind legendary sci-fi blockbusters like Blade Runner, Total Recall, and Minority Report, comes a thrilling short story that transports you into a treacherous world of interplanetary conflict. Prepare for a journey to the edge of human understanding in Philip K. Dick's exceptional tale: The Crystal Crypt. As the impending war between Earth and Mars looms on the horizon, the last spaceship en route from Mars to Earth is halted by Martian forces, searching for three elusive saboteurs responsible for the destruction of a Martian city. When the culprits are not found aboard the spacecraft, it continues its journey, only to reveal an enigmatic businessman, Thacher, who befriends a young woman and two men claiming to be the hunted saboteurs. But nothing is as it seems in this tale of wits and cunning. In a classic Philip K. Dick twist, a hidden device unveils the city's true fate --not obliterated, but shrunken and secreted away within a tiny crystal orb, now a high-stakes bargaining chip in the impending war. As deception unravels, allegiances are tested, and tensions run high, Thacher uncovers a shocking revelation that changes the course of the story and challenges the very nature of trust. A visionary exploration of psychological depth and intentional chaos, The Crystal Crypt offers a breathtaking journey of dark humor and speculative fiction that will captivate both die-hard Philip K. Dick enthusiasts and newcomers alike.
","D:\9. NAS drive\Medias\ebook calibre v2\Philip K. Dick\The Crystal Crypt (100)\cover.jpg","2023-10-27T00:12:27+02:00","epub","9781473379497","100","isbn:9781473379497,google:z71mCwAAQBAJ","eng","ebook calibre v2","","53","2016-01-18T09:26:30+02:00","","1.0","128384","The Crystal Crypt","The Crystal Crypt","10454","","True","","ab2c069f-8cfd-4d68-9b1b-05b04f405dab","Read Books Ltd","Space Exploration, Science Fiction, Fiction, Alien Contact, Short stories, Short Stories (Single Author)"
"Philip Kindred Dick","Dick, Philip Kindred","SECOND VARIETYFor the 1989 UK collection named after this story, see Second Variety (1989 collection). For a 1991 US volume of the same name, see Second Variety (1991 collection). ""Second Variety"" is a science fiction short story by American writer Philip K. Dick, first published in Space Science Fiction magazine, in May 1953. A nuclear war between the Soviet Union and the West has reduced much of the world to a barren wasteland. The war continues, however, among the scattered remains of humanity. The Western forces have developed ""claws"", which are autonomous self-replicating robots to fight on their side. It is one of Dick's many stories in which nuclear war has rendered the Earth's surface uninhabitable. The story was adapted into the movie Screamers in 1995. The short story ""Jon's World"" written in 1954 revisited the claw-infested world of ""Second Variety"". ""Second Variety"" occurs in the aftermath of an extensive nuclear war between the Soviet Union (sometimes referred to as Russia) and the United Nations. Early Soviet victories forced the North American government and production to flee to a Moon Base, leaving the majority of their troops behind. To counter the almost complete Soviet victory, U.N. technicians develop robots, nicknamed claws--the basic models are ""a churning sphere of blades and metal"" that ambush their unsuspecting victims ""spinning, creeping, shaking themselves up suddenly from the gray ash and darting toward... [any warm body]."" U.N. forces are protected from the claws by a special radiation-emitting wrist tab. Within six years, the sophisticated and independent claws have destroyed the Soviet forces, repairing and redesigning themselves in automated underground factories run without any human oversight.
PHILIP K. DICKPhilip Kindred Dick (December 16, 1928 - March 2, 1982) was an American science fiction writer. Dick explored philosophical, social, and political themes in his novels with plots dominated by monopolistic corporations, alternative universes, authoritarian governments, and altered states of consciousness. His work reflected his personal interest in metaphysics and theology, and often drew upon his life experiences in addressing the nature of reality, identity, drug abuse, schizophrenia, and transcendental experiences. Born in Illinois before moving to California, Dick began publishing science fiction stories in the 1950s, initially finding little commercial success. His 1962 alternative history novel The Man in the High Castle earned Dick early acclaim, including a Hugo Award for Best Novel. He followed with science fiction novels such as Do Androids Dream of Electric Sheep? (1968) and Ubik (1969). His 1974 novel Flow My Tears, the Policeman Saidwon the John W. Campbell Memorial Award for best novel. Following a series of religious experiences in February-March 1974, Dick's work engaged more explicitly with issues of theology, philosophy, and the nature of reality, as in such novels as A Scanner Darkly (1977) and VALIS (1981). A collection of his non-fiction writing on these themes was published posthumously as The Exegesis of Philip K. Dick (2011). He died in 1982 of a stroke, aged 53. In addition to 44 published novels, Dick wrote approximately 121 short stories, most of which appeared in science fiction magazines during his lifetime. A variety of popular films based on his works have been produced, including Blade Runner (1982), Total Recall (adapted twice: in 1990and in 2012), Minority Report (2002), A Scanner Darkly (2006), and The Adjustment Bureau (2011). In 2005, Time magazine named Ubik one of the hundred greatest English-language novels published since 1923. In 2007, Dick became the first science fiction writer to be included in The Library of America series.
","D:\9. NAS drive\Medias\ebook calibre v2\Philip Kindred Dick\Second Variety (101)\cover.jpg","2023-10-27T00:12:27+02:00","epub","9781973208211","101","isbn:9781973208211,google:KmSUswEACAAJ","eng","ebook calibre v2","","94","2017-11-02T09:26:04+02:00","","1.0","1735637","Second Variety","Second Variety","18380","","True","","76535631-9499-4f52-ae9b-dadada182015","Independently Published","War stories, Apocalyptic & Post-Apocalyptic, Science Fiction, Fiction, Robots -- Fiction"
"Philip K. Dick's","Dick's, Philip K.","Philip K. Dick's ""Piper in the Woods"" is a science fiction short story that immerses readers in a thought-provoking narrative. The story follows a military physician named Peter Piper as he is assigned to a remote outpost on a distant planet. As Piper delves into his work, he encounters strange occurrences and mysterious phenomena that challenge his perception of reality. Set against the backdrop of an alien world, the story unfolds with themes of isolation, paranoia, and the blurring of boundaries between the mind and the external environment. Through Piper's experiences and interactions, readers are taken on a journey that questions the nature of consciousness and the complexities of the human psyche. The short story delves into themes of psychological exploration, existential questions, and the potential influence of external forces on individual perception. As Piper grapples with the unexplained phenomena and the impact they have on his understanding of reality, he embodies the qualities of curiosity and a quest for understanding. ""Piper in the Woods"" captures the essence of Philip K. Dick's signature exploration of reality and identity. The narrative invites readers to contemplate the nature of existence, the limits of human understanding, and the mysteries that lie beyond the known.
","D:\9. NAS drive\Medias\ebook calibre v2\Philip K. Dick's\Piper in the Woods (102)\cover.jpg","2023-10-27T00:12:27+02:00","epub","9791041825639","102","google:3BbTEAAAQBAJ,isbn:9791041825639","eng","ebook calibre v2","","52","2023-08-26T09:25:11+02:00","","1.0","230591","Piper in the Woods","Piper in the Woods","10397","","True","","684530a4-5ebb-4bd7-abdf-f9895bfe018d","BoD - Books on Demand","Psychological fiction, Classics, Transportation, Ships & Shipbuilding, Fiction, Short stories, General, Human-alien encounters -- Fiction, Science Fiction"
"Philip K. Dick","Philip K. Dick","From the visionary mind of Philip K. Dick, author of acclaimed sci-fi adaptations such as Blade Runner, Total Recall, and Minority Report, comes Beyond the Door, a chilling tale of paranoia, suspense, and the unsettling presence of the supernatural. In this masterful study of deception and obsession, Larry Thomas, a man plagued by jealousy and suspicion, buys a mysterious vintage cuckoo clock for his wife Doris, evoking memories of her childhood. Unbeknownst to Larry, a hidden danger lies dormant within the clock, a force that blurs the lines between reality and fantasy. As Doris reignites a forbidden affair with antique connoisseur Bob Chambers, the cuckoo clock seems to come alive, feeding on Larry's increasing paranoia. Faced with his own unravelling sanity, Larry finds himself locked in a tense battle with the sinister cuckoo dwelling inside the ancient timepiece. Will Larry be able to withstand the presence of the dark force entwined with the clock, or will the cuckoo's menacing grip seal his fate? Delve into the world of Beyond the Door and experience the classic blend of speculative fiction and low fantasy that has solidified Philip K. Dick's reputation as a pioneer in pulp fiction.
","D:\9. NAS drive\Medias\ebook calibre v2\Philip K. Dick\Beyond the Door (103)\cover.jpg","2023-10-27T00:12:27+02:00","epub","9781473379374","103","amazon:B004UJORLK,isbn:9781473379374,google:WbtmCwAAQBAJ","eng","ebook calibre v2","4","30","2016-01-18T09:24:49+02:00","","1.0","129940","Beyond the Door","Beyond the Door","5601","","True","","69eb9809-b7bd-4779-84e7-996c45f9348b","Read Books Ltd","Reference, Fantasy literature, Linguistics, Short stories, Words; Language & Grammar"
"Philip K. Dick.","Dick., Philip K.","""Mr. Spaceship"" is a science fiction short story by Philip K. Dick, first published in 1953 in Imagination, and later in The Collected Stories of Philip K. Dick. It has since been republished several times, including in Beyond Lies the Wub in 1988. The story is set in the distant future, where humanity is at war with ""Yuks"", an alien life form which does not use mechanical spaceships nor constructions. Instead, it relies on life forms. The war has been going on for a long time, and humanity has not been able to come up with a solution against the life-form based ships and mines that the Yuks use. One day, a team of researchers led by Philip Kramer decide to build a spaceship which is powered by a human brain. They find the ideal candidate, Kramer's old professor, a dying man who volunteers to donate his brain to the project. The spaceship is built and on the first test run into outer space, the team discovers that the professor made some changes to the ship, giving him-or rather, his brain-full control over the ship. Sensing trouble, the team flees the ship, leaving the empty ship, piloted by the professor, into outer space. Later, the spaceship returns and kidnaps Kramer and his wife, and on board the ship, the professor's brain informs them that they'll be looking for a new planet to colonize, to start over, as the professor sees no hope in humanity and what it has become- a species which desires, above all else, war. 1950's science fiction.
","D:\9. NAS drive\Medias\ebook calibre v2\Philip K. Dick_\Mr. Spaceship (104)\cover.jpg","2023-10-27T00:12:27+02:00","epub","9781522990772","104","isbn:9781522990772,google:SUg5jwEACAAJ","eng","ebook calibre v2","","69","2015-12-31T09:24:14+02:00","","1.0","522734","Mr. Spaceship","Mr. Spaceship","13693","","True","","32f89d7a-75d4-4c2a-9c75-0fe184918946","CreateSpace Independent Publishing Platform","Space ships -- Fiction, War stories, Collections & Anthologies, Science Fiction, Fiction"
"Barjavel, René","Barjavel, René","Qui ne connaît Merlin ? Il se joue du temps qui passe, reste jeune et beau, vif et moqueur, tendre, pour tout dire Enchanteur. Et Viviane, la seule femme qui ne l&apos;ait pas jugé inaccessible, et l&apos;aime ? Galaad, dit Lancelot du Lac? Guenièvre, son amour mais sa reine, la femme du roi Arthur ? Elween, sa mère, qui le conduit au Graal voilé ? Perceval et Bénie ? Les chevaliers de la Table Ronde ? Personne comme Barjavel, qui fait le récit de leurs amours, des exploits chevaleresques et des quêtes impossibles, à la frontière du rêve, de la légende et de l&apos;Histoire. Dans une Bretagne mythique, il y a plus de mille ans, vivait un Enchanteur. Quand il quitta le royaume des hommes, il laissa un regret qui n&apos;a jamais guéri. Le voici revenu.<br/>","D:\9. NAS drive\Medias\ebook calibre v2\Barjavel, Rene\L'Enchanteur (105)\cover.jpg","2024-03-27T17:04:20+02:00","epub","","105","","fra","ebook calibre v2","","470","2011-08-09T12:46:48+02:00","","1.0","388971","L'Enchanteur","Enchanteur, L'","96905","","True","","799090ae-ea20-42cf-ad37-c917caa18f0c","","Fantastique, Lang:fr"
"Frank Herbert","Frank Herbert","Le chef-d'œuvre absolu de la science-fiction, adapté au cinéma par Denis Villeneuve.  
Traduction revue et corrigée.
Il n'y a pas, dans tout l'Empire, de planète plus inhospitalière que Dune. Partout des sables à perte de vue. Une seule richesse : l'épice de longue vie, née du désert, et que tout l'univers convoite.  
Quand Leto Atréides reçoit Dune en fief, il flaire le piège. Il aura besoin des guerriers Fremen qui, réfugiés au fond du désert, se sont adaptés à une vie très dure en préservant leur liberté, leurs coutumes et leur foi. Ils rêvent du prophète qui proclamera la guerre sainte et changera le cours de l'histoire.  
Cependant, les Révérendes Mères du Bene Gesserit poursuivent leur programme millénaire de sélection génétique : elles veulent créer un homme qui réunira tous les dons latents de l'espèce. Le Messie des Fremen est-il déjà né dans l'Empire ?
Préfaces de Denis Villeneuve et Pierre Bordage.  
Postface de Gérard Klein.
","D:\9. NAS drive\Medias\ebook calibre v2\Frank Herbert\Dune (106)\cover.jpg","2024-03-27T17:04:28+02:00","epub","","106","","fra","ebook calibre v2","","1118","2020-07-27T15:44:31+02:00","Dune","1.0","853813","Dune","Dune","217063","","True","","f89175b2-e59f-45a5-aa6a-219df6200cd4","Robert Laffont","SCIENCE-FICTION, Space Opera"
"Héloïse Junier","Junier, Héloïse","À quel âge les enfants font-ils vraiment leur nuit ? Comment favoriser leur endormissement ?Quelles sont les causes des difficultés de sommeil les plus répandues ? La psychologue pour enfants Héloïse Junier a rassemblé les questions les plus fréquentes que les jeunes parents se posent sur le sommeil de leur enfant. Sous forme de fiches pratiques, elle y répond sur la base solide des connaissances scientifiques récentes. Dans ce livre à la pointe de la science du sommeil et de la psychologie de l’enfant, elle décrypte avec humour et bienveillance les nuits de nos jeunes enfants, balaie les nombreuses idées reçues et livre de précieux conseils. 
Pour les parents des enfants de 0 à 6 ans. 
Préface de Catherine Guéguen
","D:\9. NAS drive\Medias\ebook calibre v2\Heloise Junier\Le sommeil du jeune enfant (107)\cover.jpg","2024-03-31T02:08:44+02:00","epub","9782100842094","107","isbn:9782100842094","fra","ebook calibre v2","","423","2022-04-27T00:00:00+02:00","","1.0","1041438","Le sommeil du jeune enfant","sommeil du jeune enfant, Le","56117","","True","","176aa9a1-7a35-4fc8-a08e-005cc883d7b3","Dunod","Essai, Psychologie"
"Héloïse Junier","Junier, Héloïse","« Pour ou contre s’attacher aux enfants ? » ; « Pour ou contre les laisser commencer leur repas par le dessert ? », « Pour ou contre leur parler de vos propres émotions ? », etc. L’objectif ? Quitter les batailles idéologiques qui figent nos pensées depuis de trop nombreuses années pour se recentrer sur le sens de nos pratiques quotidiennes. Mettre de côté ces codes culturels qui nous collent à la peau pour nous recentrer sur les besoins de l’enfant lui-même. La science a l’avantage de nous fournir des informations solides, fiables, objectives et (presque) détachées de toute idéologie. Alors profitons-en ! 
","D:\9. NAS drive\Medias\ebook calibre v2\Heloise Junier\Pour ou contre (108)\cover.jpg","2024-03-31T02:08:44+02:00","epub","9782100832743","108","isbn:9782100832743","fra","ebook calibre v2","","373","2021-10-05T02:00:00+02:00","","1.0","1616020","Pour ou contre","Pour ou contre","69809","","True","","a58bb5cd-3dcd-48f7-bdb7-3d29e82fef57","Dunod","Essai"
"Emily St. John Mandel","Mandel, Emily St. John","Dans un monde où la civilisation s’est effondrée suite à une pandémie foudroyante, une troupe d’acteurs et de musiciens nomadise entre de petites communautés de survivants pour leur jouer du Shakespeare. Un répertoire qui en est venu à représenter l’espoir et l’humanité au milieu de la désolation.
Le roman évènement de la rentrée littéraire, finaliste du National Book Award aux Etats-Unis, qui fera date dans l'histoire de la littérature d'anticipation.  
  
500 000 exemplaires vendus en Amérique du Nord, 150 000 dans les îles Britanniques.  
  
« Profondément mélancolique, mais magnifiquement écrit, et merveilleusement élégiaque. » George R. R. Martin   
  
« Mandel est capable de faire ressentir l’intense émotion d’existences fauchées par une époque terrible. » The New York Times
","D:\9. NAS drive\Medias\ebook calibre v2\Emily St. John Mandel\Station Eleven (110)\cover.jpg","2024-03-31T02:36:00+02:00","epub","9782743637354","110","isbn:9782743637354,ean:9782743637354","fra","ebook calibre v2","","528","2018-05-15T00:00:00+02:00","","1.0","606334","Station Eleven","Station Eleven","103061","","True","","7cbbddd9-1bfd-4ef0-9ca1-8c532595157d","Rivages","Littérature, Fiction, aventure, action"
"Brandon Sanderson","Brandon Sanderson","La Supériorité, l'alliance extraterrestre dominant la galaxie et décidée à réduire l'humanité en esclavage, a déclenché la guerre totale tant redoutée. Son hégémonie, elle la doit à une arme ancienne, héritée d'une civilisation antédéluvienne, capable de détruire en un instant des systèmes solaires entiers... Spensa, l'une des plus brillante pilote de chasse des Forces de Défence Rebelle, dôtée de pouvoirs qu'elle ne maîtrise encore qu'à peine, est la seule à pouvoir arrêter la Supériorité. Elle sait tout de leurs plans, après avoir réussi à s'infiltrer sur Astrevise, mais il faut désormais agir. Lors d'un face à face avec l'une des armes secrètes, Spensa est saisie d'un terrifiant sentiment de familiarité. Mais elle le sait : le courage c'est faire face à ses peurs. Et sa peur est immense...","D:\9. NAS drive\Medias\ebook calibre v2\Brandon Sanderson\Skyward T3 _ Cytonique (111)\cover.jpg","2024-03-31T02:36:02+02:00","epub","","111","","fra","ebook calibre v2","","679","2022-10-11T17:16:59+02:00","","1.0","628746","Skyward T3 : Cytonique","Cytonique. Skyward, tome 3","128714","","True","","54466af9-31c0-4ddd-bd9d-ba89362a39c8","Le Livre de Poche",""
"King,Stephen","King,Stephen","Une centaine de gars, la route et un objectif : l'arrivée pour un seul d'entre eux. Pour les autres une balle dans la tête... Tous sont là dans un même but mais pas pour les mêmes raisons, des raisons certains n'en ont même pas, mais ils ont quelques kilomètres pour s'en trouver.
Ce roman de King écrit sous le pseudonyme de Richard Bachman à une époque ou ce pseudonyme ne servait pas qu'à indiquer l'orientation plus thriller\anticipation du roman, trompe un peu son monde, car c'est bien d'horreur qu'il s'agit, d'une horreur trop simple : les candidats d'un jeu ou le vainqueur sera couvert d'argent doivent marcher le long d'une route, jusqu'à épuisement de tous sauf d'un, ils doivent pour cela conserver une vitesse constante et ne jamais ralentir pour quelque raison que ce soit, sous peine d'écoper d'un avertissement qui ne disparaîtra que s'il ne commettent aucune autre faute pendant un certain délai, au bout de 3 fautes, les gardes qui les accompagnent les abattent...
Ray Garraty qui s'est engagé dans ce jeu suicidaire nous dépeint ses impressions, ses sentiments et ceux de ses adversaires et compagnons de jeu : certains sont sûrs d'eux, d'autres flanchent vite.
Au bout de la route, la mort ou la victoire et la fortune, mais peut-il y avoir un gagnant à ce jeu ?
Stephen King... heu pardon Richard Bachman nous avait habitué à des récits marqué par la dureté du destin de ses personnages, ici on a tout de même du mal à s'en remettre, on ne peut plus voir la marche de la même façon après une telle expérience littéraire. Relativement court (moins de 300 pages) ce roman au style épuré est un peu à la manière de Running man (même auteur) cruellement d'actualité, l'homme après avoir dompté la nature et réduit les cruautés de son existence s'en créé de nouvelles par jeu, pour l'argent ou du fait d'un sadisme ancestral (les jeux du cirque existaient bien avant Koh Lanta).
Le peuple réclame des offrandes au sacrifice de son identité et de sa liberté, la télé-réalité sert à cela, faire oublier la misère par la cruauté, par le voyeurisme ou en vivant sa vie par procuration au bénéfice de héros plus réels et intéressants que ces super-héros gâtés par la nature, modèles de vertu et qui ne meurent jamais.
Encore une fois, le King nous dépeint un tableau atroce mais passionnant, celui d'une société malade qui sacrifie ses jeunes gens les plus courageux et les plus désespérés à une foule assoiffée de sang et de jeu.
Seriez-vous prêt à faire reposer votre vie toute entière - aussi misérable fût-elle - sur vos jambes ? Garraty lui l'a fait.
  

[http://www.amazon.fr/Marche-ou-crève-Stephen-King/dp/2253151394](http://www.amazon.fr/Marche-ou-cr%C3%A8ve-Stephen-King/dp/2253151394)
  

","D:\9. NAS drive\Medias\ebook calibre v2\King,Stephen\Marche ou creve (112)\cover.jpg","2024-03-31T02:36:04+02:00","epub","","112","","fra","ebook calibre v2","","424","1979-01-18T01:00:00+02:00","","1.0","452471","Marche ou crève","Marche ou crève","84646","","True","","cfc0cee0-c550-485d-b7f0-773aefc6c322","Alexandriz","Anticipation"
"libgen.li","libgen.li","","","2024-03-31T02:43:25+02:00","","","113","","","ebook calibre v2","","","0101-01-01T02:00:00+02:00","","1.0","","Brett Powell - Microsoft Power BI Cookbook (2017, Packt Publishing)","Brett Powell - Microsoft Power BI Cookbook (2017, Packt Publishing)","","","True","","a7b89bc1-9e03-47a9-8b95-00ca4bad2354","",""
"Philip Pullman","Pullman, Philip","Retrouvez l'univers magique de la trilogie ""À la croisée des Mondes"" dans cet épisode inédit où se rencontrent pour la première fois deux personnages de légende : Lee Scoresby, l'aéronaute texan, et Iorek Byrnison, l'ours en armure. Dans l'atmosphère oppressante d'un port du Grand Nord, où se côtoient aventuriers et marins perdus, ils se liguent tous deux contre l'injustice, scellant ainsi leur amitié.
","D:\9. NAS drive\Medias\ebook calibre v2\Philip Pullman\CDM0 - Il etait une fois dans le No (114)\cover.jpg","2024-03-31T02:47:13+02:00","epub","9782070621255","114","isbn:9782070621255,amazon:2070621251","fra","ebook calibre v2","4","145","2008-09-29T02:00:00+02:00","A la croisée des mondes","0.0","576757","CDM0 - Il était une fois dans le Nord","CDM0 - Il était une fois dans le Nord","23151","","True","","1d00c3e7-e5e2-4e50-99bf-082919f1d7f9","GALLIMARD JEUNE","Jeunesse"
"Philip Pullman","Pullman, Philip","Lyra, l'héroïne des Royaumes du Nord et de La Tour des Anges, est retenue prisonnière par sa mère, Mme Coulter, qui, pour mieux s'assurer de sa docilité, l'a plongée dans un sommeil artificiel. Will, le compagnon de Lyra, armé du poignard subtil, s'est lancé à sa recherche, escorté de deux anges. Il délivre son amie mais, à son réveil, Lyra lui annonce qu'une mission encore plus périlleuse les attend : ils doivent descendre dans le monde des morts. Dernier tome de la trilogie, seul roman pour la jeunesse couronné par le prix littéraire anglais Whitbread, Le Miroir d'ambre clôt magistralement une aventure inoubliable.","D:\9. NAS drive\Medias\ebook calibre v2\Philip Pullman\CDM3 - Le miroir d'ambre (115)\cover.jpg","2024-03-31T02:47:16+02:00","epub","9782070612444","115","isbn:9782070612444,amazon:2070612449","fra","ebook calibre v2","5","847","2007-03-15T02:00:00+02:00","À la croisée des mondes","3.0","720002","CDM3 - Le miroir d'ambre","CDM3 - Le miroir d'ambre","167419","","True","","b0f359fa-fd69-46f8-98d2-611abf20471d","Gallimard","Jeunesse"
"Philip Pullman","Pullman, Philip","D'après l'œuvre de Philip Pullman.   
À Cittàgazze, Will poursuit ses recherches pour retrouver son père disparu. À ses côtés, Lyra est investie d'une mission dont elle ne connaît pas l'importance et qui la mène droit à la Tour des Anges. Mais dans ce monde parallèle hanté par de terribles spectres, les ennemis sont là où on ne les attend pas.   
Ensemble, Will et Lyra devront lutter contre les forces obscures et, pour accomplir leur quête, pénétrer dans cette tour énigmatique…
","D:\9. NAS drive\Medias\ebook calibre v2\Philip Pullman\CDM2 - La Tour des Anges (116)\cover.jpg","2024-03-31T02:47:16+02:00","epub","","116","amazon:B08426ZVZZ","fra","ebook calibre v2","4.5","540","2020-01-22T02:00:00+02:00","A la croisée des mondes","2.0","372054","CDM2 - La Tour des Anges","CDM2 - La Tour des Anges","106695","","True","","b49452b7-d8b2-4231-8566-35658d767622","Éditions Gallimard BD","Jeunesse"
"Philip Pullman","Pullman, Philip","À l’auberge de la Truite, tenue par ses parents,  
Malcolm, onze ans, voit passer de nombreux visiteurs.  
Tous apportent leurs aventures et leur mystère  
dans ce lieu chaleureux. Certains sont étrangement  
intéressés par le bébé nommé Lyra et son dæmon  
Pantalaimon, gardés par les nonnes du prieuré tout proche.  
Qui est cette enfant ? Pourquoi est-elle ici ?  
Quels secrets, quelles menaces entourent son existence ?  
Pour la sauver, Malcolm et Alice, sa compagne d’équipée,  
doivent s’enfuir avec elle. Dans une nature déchaînée,  
le fragile trio embarque à bord de La Belle Sauvage,  
le bien le plus précieux de Malcolm.  
Tandis que despotisme totalitaire et liberté de penser s’affrontent  
autour de la Poussière, une particule mystérieuse, deux jeunes  
héros malgré eux, liés par leur amour indéfectible pour la petite  
Lyra, vivent une aventure qui les changera pour toujours.  
Retrouvez Lord Asriel, Mme Coulter, les aléthiomètres et les dæmons,  
découvrez de nouveaux personnages inoubliables, au coeur  
d’un monde parallèle plus vrai que le nôtre, d’une grande humanité.  

","D:\9. NAS drive\Medias\ebook calibre v2\Philip Pullman\P1 - La Belle Sauvage (117)\cover.jpg","2024-03-31T02:47:16+02:00","epub","9780375815300","117","amazon:0375815309,isbn:9780375815300","eng","ebook calibre v2","4","677","2017-10-19T02:00:00+02:00","La trilogie de la Poussière","1.0","1283906","P1 - La Belle Sauvage","P1 - La Belle Sauvage","128940","","True","","3b5f7047-b7a1-4788-a91b-9b42dcdf98df","Knopf Books for Young Readers","Jeunesse"
"Philip Pullman","Pullman, Philip","Il est au départ déstabilisant, le monde dans lequel nous invite Philip Pullman, c'est celui de Lyra, la jeune héroïne. Il ressemble étrangement au nôtre, et s'en sépare tout à la fois, étrangement, par des détails qui apparaissent au fil du récit. On voyage en zeppelin, on rencontre des sorcières, des ours en armure... Chaque personnage est accompagné d'un ""daemon"", sorte d'animal familier mais qui est bien plus que cela : le daemon fait partie de son compagnon humain, il est le reflet de son âme. L'un ne peut survivre à l'autre. Celui de Lyra s'appelle Pantalaimon. Il la suivra dans toutes ses aventures jusque dans les Royaumes du Nord, en quête de la vérité sur la mystérieuse ""Poussière"". 
Voilà un roman résolument original, lyrique, poétique en même temps que passionnant. À la croisée des mondes, les croyances et les cultures se frottent, se lient ou se heurtent, les certitudes y vacillent, jusqu'à un dénouement en forme de suspense... suite au prochain épisode : La Tour des anges. 
Ce n'était pas une vie ordinaire pour une jeune fille de onze ans : Lyra vivait, en compagnie de son daemon Pantalaimon, parmi les Érudits de Jordan Collège, passant ses journées à courir dans les rues d'Oxford à la recherche éperdue d'aventures. 
Mais sa vie bascule le jour où elle entend parler d'une extraordinaire particule. D'une taille microscopique, la Poussière que l'on trouve uniquement dans les vastes étendues glacées des Royaumes du Nord - est censée posséder le pouvoir de briser les frontières entre les mondes, un pouvoir qui suscite effroi et convoitises... 
Jetée au coeur d'un terrible conflit, Lyra sera forcée d'accorder sa confiance aux gitans et à de terribles ours en armure. Et, lors de son périlleux voyage vers le Nord, elle devra découvrir pourquoi son propre destin semble étroitement lié à cette bataille sans merci où s'opposent des forces que nul ne l'avait préparée à affronter.
","D:\9. NAS drive\Medias\ebook calibre v2\Philip Pullman\CDM1 - Les royaumes du Nord (118)\cover.jpg","2024-03-31T02:47:16+02:00","epub","9782070541881","118","isbn:9782070541881,amazon:2070541886","fra","ebook calibre v2","4","628","2000-03-14T02:00:00+02:00","À la croisée des mondes","1.0","656882","CDM1 - Les royaumes du Nord","CDM1 - Les royaumes du Nord","122998","","True","","f468aa52-3780-47a9-8742-cf243d78f3a4","Gallimard","Jeunesse"
"Philip Pullman & John Lawrence & Jean Esch","Pullman, Philip & Lawrence, John & Esch, Jean","Lyra adore lire sur les toits de son collège en compagnie de son dæmon Pantalaimon. Un jour, tous deux sauvent de justesse le dæmon oiseau d'une sorcière, tandis qu'il est attaqué par des milliers d'étourneaux. La créature prétend que sa sorcière est malade et que seul un vieil alchimiste peut lui venir en aide. La nuit venue, Lyra et les deux dæmons partent à la recherche de cet homme dans le dédale des rues de la ville, sous un ciel des plus menaçants...
","D:\9. NAS drive\Medias\ebook calibre v2\Philip Pullman\CDM4 - Lyra et les oiseaux (119)\cover.jpg","2024-03-31T02:47:16+02:00","epub","9782070651047","119","amazon:2070651045,isbn:9782070651047","fra","ebook calibre v2","4","71","2013-02-14T02:00:00+02:00","A la croisée des mondes","4.0","1613509","CDM4 - Lyra et les oiseaux","CDM4 - Lyra et les oiseaux","8283","","True","","21653936-da9c-4931-8cc7-652572f632ce","GALLIMARD JEUNE","Jeunesse"
